t, thetaX, thetaY, thetaZ, omegaX, omegaY, omegaZ, alphaX, alphaY, alphaZ
13.92301,0.00000,-0.66390,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
14.02318,0.00000,-0.66302,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
14.12334,0.00000,-0.66215,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
14.22351,0.00000,-0.66127,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
14.32368,0.00000,-0.66040,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
14.42384,0.00000,-0.65953,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
14.52401,0.00000,-0.65865,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
14.62417,0.00000,-0.65778,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
14.72434,0.00000,-0.65690,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
14.82450,0.00000,-0.65603,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
14.92467,0.00000,-0.65516,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
15.02483,0.00000,-0.65428,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
15.12500,0.00000,-0.65341,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
15.22517,0.00000,-0.65253,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
15.32533,0.00000,-0.65166,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
15.42550,0.00000,-0.65079,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
15.52566,0.00000,-0.64991,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
15.62583,0.00000,-0.64904,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
15.72599,0.00000,-0.64816,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
15.82616,0.00000,-0.64729,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
15.92632,0.00000,-0.64641,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
16.02649,0.00000,-0.64554,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
16.12666,0.00000,-0.64467,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
16.22682,0.00000,-0.64379,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
16.32699,0.00000,-0.64292,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
16.42715,0.00000,-0.64204,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
16.52732,0.00000,-0.64117,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
16.62748,0.00000,-0.64030,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
16.72765,0.00000,-0.63942,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
16.82781,0.00000,-0.63855,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
16.92798,0.00000,-0.63767,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
17.02815,0.00000,-0.63680,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
17.12831,0.00000,-0.63593,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
17.22848,0.00000,-0.63505,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
17.32864,0.00000,-0.63418,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
17.42881,0.00000,-0.63330,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
17.52897,0.00000,-0.63243,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
17.62914,0.00000,-0.63155,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
17.72930,0.00000,-0.63068,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
17.82947,0.00000,-0.62981,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
17.92964,0.00000,-0.62893,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
18.02980,0.00000,-0.62806,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
18.12997,0.00000,-0.62718,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
18.23013,0.00000,-0.62631,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
18.33030,0.00000,-0.62544,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
18.43046,0.00000,-0.62456,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
18.53063,0.00000,-0.62369,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
18.63079,0.00000,-0.62281,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
18.73096,0.00000,-0.62194,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
18.83113,0.00000,-0.62107,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
18.93129,0.00000,-0.62019,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
19.03146,0.00000,-0.61932,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
19.13162,0.00000,-0.61844,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
19.23179,0.00000,-0.61757,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
19.33195,0.00000,-0.61670,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
19.43212,0.00000,-0.61582,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
19.53228,0.00000,-0.61495,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
19.63245,0.00000,-0.61407,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
19.73262,0.00000,-0.61320,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
19.83278,0.00000,-0.61232,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
19.93295,0.00000,-0.61145,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
20.03311,0.00000,-0.61058,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
20.13328,0.00000,-0.60970,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
20.23344,0.00000,-0.60883,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
20.33361,0.00000,-0.60795,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
20.43377,0.00000,-0.60708,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
20.53394,0.00000,-0.60621,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
20.63411,0.00000,-0.60533,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
20.73427,0.00000,-0.60446,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
20.83444,0.00000,-0.60358,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
20.93460,0.00000,-0.60271,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
21.03477,0.00000,-0.60184,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
21.13493,0.00000,-0.60096,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
21.23510,0.00000,-0.60009,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
21.33526,0.00000,-0.59921,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
21.43543,0.00000,-0.59834,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
21.53560,0.00000,-0.59746,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
21.63576,0.00000,-0.59659,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
21.73593,0.00000,-0.59572,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
21.83609,0.00000,-0.59484,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
21.93626,0.00000,-0.59397,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
22.03642,0.00000,-0.59309,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
22.13659,0.00000,-0.59222,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
22.23675,0.00000,-0.59135,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
22.33692,0.00000,-0.59047,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
22.43709,0.00000,-0.58960,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
22.53725,0.00000,-0.58872,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
22.63742,0.00000,-0.58785,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
22.73758,0.00000,-0.58698,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
22.83775,0.00000,-0.58610,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
22.93791,0.00000,-0.58523,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
23.03808,0.00000,-0.58435,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
23.13825,0.00000,-0.58348,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
23.23841,0.00000,-0.58260,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
23.33858,0.00000,-0.58173,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
23.43874,0.00000,-0.58086,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
23.53891,0.00000,-0.57998,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
23.63907,0.00000,-0.57911,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
23.73924,0.00000,-0.57823,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
23.83940,0.00000,-0.57736,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
23.93957,0.00000,-0.57649,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
24.03974,0.00000,-0.57561,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
24.13990,0.00000,-0.57474,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
24.24007,0.00000,-0.57386,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
24.34023,0.00000,-0.57299,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
24.44040,0.00000,-0.57212,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
24.54056,0.00000,-0.57124,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
24.64073,0.00000,-0.57037,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
24.74089,0.00000,-0.56949,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
24.84106,0.00000,-0.56862,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
24.94123,0.00000,-0.56774,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
25.04139,0.00000,-0.56687,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
25.14156,0.00000,-0.56600,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
25.24172,0.00000,-0.56512,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
25.34189,0.00000,-0.56425,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
25.44205,0.00000,-0.56337,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
25.54222,0.00000,-0.56250,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
25.64238,0.00000,-0.56163,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
25.74255,0.00000,-0.56075,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
25.84272,0.00000,-0.55988,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
25.94288,0.00000,-0.55900,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
26.04305,0.00000,-0.55813,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
26.14321,0.00000,-0.55726,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
26.24338,0.00000,-0.55638,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
26.34354,0.00000,-0.55551,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
26.44371,0.00000,-0.55463,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
26.54387,0.00000,-0.55376,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
26.64404,0.00000,-0.55289,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
26.74421,0.00000,-0.55201,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
26.84437,0.00000,-0.55114,0.00000,0.00000,0.00873,0.00000,0.00000,0.00000,0.00000
